station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
BEVTS12	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	475	C8H18	n-Octane (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6005	H2C=CH-CH2-CH3	1-Butene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6006	trans-H3C-CH=CH-CH3	trans-2-Butene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6007	cis-H3C-CH=CH-CH3	cis-2-Butene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6008	H2C=CH-CH2-CH2-CH3	1-Pentene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6009	H3C-HC=CH-CH2-CH3	2-Pentenes (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6011	1,2,4-C6H3(CH3)3	1,2,4-Trimethylbenzene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6012	1,2,3-C6H3(CH3)3	1,2,3-Trimethylbenzene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS12	6013	1,3,5-C6H3(CH3)3	1,3,5-Trimethylbenzene (air)	no	100	µg/m3	2010-01-01		2012-12-31	100	2010-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01	2011-12-31	2011-12-31	100	1994-01-01	2011-12-31	no	Gravimetric analysis	DANISH LMP FILTERPACK SPM COLLECTOR	4		0	0		0			day		
BEVTS20	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	316	(CH3)2-CH-CH2-CH2-CH3	i-Hexane (2-methylpentane) (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	394	H3C-CH2-CH2-CH3	n-Butane (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	441	C7H16	n-Heptane (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	443	C6H14	n-Hexane (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	447	H3C-CH(CH3)2	i-Butane (2-methylpropane) (air)	no	100	µg/m3	1994-04-01	2011-11-30	2011-11-30	100	1994-04-01	2011-11-30	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	449	(CH3)3-C-CH2-CH-(CH3)2	i-Octane (2,2,4-trimethylpentane) (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	450	H3C-CH2-CH(CH3)2	i-Pentane (2-methylbutane) (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	451	CH2=CH-C(CH3)=CH2	Isoprene (2-methyl-1,3-butadiene) (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	475	C8H18	n-Octane (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6005	H2C=CH-CH2-CH3	1-Butene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6006	trans-H3C-CH=CH-CH3	trans-2-Butene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6007	cis-H3C-CH=CH-CH3	cis-2-Butene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6008	H2C=CH-CH2-CH2-CH3	1-Pentene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6009	H3C-HC=CH-CH2-CH3	2-Pentenes (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6011	1,2,4-C6H3(CH3)3	1,2,4-Trimethylbenzene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6012	1,2,3-C6H3(CH3)3	1,2,3-Trimethylbenzene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVTS20	6013	1,3,5-C6H3(CH3)3	1,3,5-Trimethylbenzene (air)	no	100	µg/m3	1994-04-01	2011-12-31	2011-12-31	100	1994-04-01	2011-12-31	no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVB002	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01		1998-12-31	100	1994-01-01		no	Gas chromatography + mass spectrometry GC-MS after solvent o	Thermo Scientific: Trace GC ultra + Trace MS	1		0	0		0			day		
BEVMEU1	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-07-01	2008-11-27	2008-12-31	100	2008-07-01	2008-11-27	no	Gas chromatography + mass spectrometry GC-MS after solvent o	Thermo Scientific: Trace GC ultra + Trace MS	1		0	0		0			day		
BEVMEU1	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	441	C7H16	n-Heptane (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	443	C6H14	n-Hexane (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	475	C8H18	n-Octane (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVMEU1	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	2008-07-01		2008-11-30	100	2008-07-01		no	UNKNOWN	UNKNOWN	7		2	2		0			day		
BEVR001	20	C6H6	Benzene (air)	yes	100	µg/m3	1995-01-01		2012-12-31	100	1995-01-01		no	Gas chromatography + mass spectrometry GC-MS after solvent o	Thermo Scientific: Trace GC ultra + Trace MS	1		0	0		0			day		
BEVR001	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	441	C7H16	n-Heptane (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	443	C6H14	n-Hexane (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	475	C8H18	n-Octane (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR001	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	1995-04-01		2012-12-31	100	1995-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR002	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01		2012-12-31	100	1994-01-01		no	Gas chromatography + mass spectrometry GC-MS after solvent o	Thermo Scientific: Trace GC ultra + Trace MS	1		0	0		0			day		
BEVR002	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	441	C7H16	n-Heptane (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	443	C6H14	n-Hexane (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	475	C8H18	n-Octane (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR002	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	1994-04-01		2012-12-31	100	1994-04-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVR012	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01		2012-12-31	100	1994-01-01		no	Gas chromatography + mass spectrometry GC-MS after solvent o	Thermo Scientific: Trace GC ultra + Trace MS	1		0	0		0			day		
BEVR012	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	441	C7H16	n-Heptane (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	443	C6H14	n-Hexane (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	475	C8H18	n-Octane (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVR012	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	1994-08-01		2012-12-31	100	1994-08-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	7		2	2		0			day		
BEVWOL1	20	C6H6	Benzene (air)	yes	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography + mass spectrometry GC-MS after solvent o	Thermo Scientific: Trace GC ultra + Trace MS	1		0	0		0			day		
BEVWOL1	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	441	C7H16	n-Heptane (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	443	C6H14	n-Hexane (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	475	C8H18	n-Octane (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVWOL1	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	1997-01-01		2012-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		2	2		0			day		
BEVBOK1	20	C6H6	Benzene (air)	yes	100	µg/m3	1995-01-01		1995-12-31	100	1995-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BEVBOM5	20	C6H6	Benzene (air)	yes	100	µg/m3	1996-01-01		1997-12-31	100	1996-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BE0456A	20	C6H6	Benzene (air)	yes	100	µg/m3	1997-01-01		1999-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN			0	0		0					
BE0457A	20	C6H6	Benzene (air)	yes	100	µg/m3	1995-01-01		1999-12-31	100	1995-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BEVGEL1	20	C6H6	Benzene (air)	yes	100	µg/m3	1996-01-01		1998-12-31	100	1996-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BEVGEN5	20	C6H6	Benzene (air)	yes	100	µg/m3	1997-01-01		1997-12-31	100	1997-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BEVLAN1	20	C6H6	Benzene (air)	yes	100	µg/m3	1995-01-01		1997-12-31	100	1995-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BEVMOU1	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01		2012-12-31	100	2007-01-01		yes	Gas chromatography followed by flame ionization detection (G	UNKNOWN	2		3	2		0			day		
BEVMOU1	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	24	CH2=CH-CH=CH2	1.3 Butadiene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	316	(CH3)2-CH-CH2-CH2-CH3	i-Hexane (2-methylpentane) (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	394	H3C-CH2-CH2-CH3	n-Butane (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	441	C7H16	n-Heptane (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	443	C6H14	n-Hexane (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	449	(CH3)3-C-CH2-CH-(CH3)2	i-Octane (2,2,4-trimethylpentane) (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	450	H3C-CH2-CH(CH3)2	i-Pentane (2-methylbutane) (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	451	CH2=CH-C(CH3)=CH2	Isoprene (2-methyl-1,3-butadiene) (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	475	C8H18	n-Octane (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	486	H3C-(CH2)3-CH3	n-Pentane (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6005	H2C=CH-CH2-CH3	1-Butene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6006	trans-H3C-CH=CH-CH3	trans-2-Butene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6007	cis-H3C-CH=CH-CH3	cis-2-Butene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6008	H2C=CH-CH2-CH2-CH3	1-Pentene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6009	H3C-HC=CH-CH2-CH3	2-Pentenes (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6011	1,2,4-C6H3(CH3)3	1,2,4-Trimethylbenzene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BEVMOU1	6013	1,3,5-C6H3(CH3)3	1,3,5-Trimethylbenzene (air)	no	100	µg/m3	2008-01-01		2012-12-31	100	2008-01-01		no	Gas chromatography (GC) + flame ionisation (GC-FID)	UNKNOWN	1		3	3		0			day		
BE0458A	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01		1999-12-31	100	1994-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BE0443A	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01		1999-12-31	100	1994-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BE0455A	20	C6H6	Benzene (air)	yes	100	µg/m3	1994-01-01		1999-12-31	100	1994-01-01		no	Gas chromatography (GC) + flame ionisation (FID) + ECD (GC-F	UNKNOWN	1		0	0		0			day		
BEPN029	622	Benzo(ghi)perylene	Benzo(ghi)perylene (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEPN029	643	Fluoranthene	fluoranthene (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEPN029	715	Pyrene	pyrene (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEPN029	4406	Chrysene	chrysene (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEPN029	5129	BaP in PM10	Benzo(a)pyrene in PM10 (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEPN029	5609	Benzo(a)anthracene in PM10	Benzo(a)anthracene in PM10 (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
BEPN029	5616	Benzo(b)fluoranthene in PM10	Benzo(b)fluoranthene in PM10 (air+aerosol)	no	100	ng/m3	2009-01-01		2012-12-31	100	2009-01-01		no	UNKNOWN	UNKNOWN	1		2	2		0			day		
