station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
BELWZ02	40WZ02	BE	Belgium	40WZ02 - MOL	1995-01-01		Industrial		suburban			5.220239	51.193336	40	MOL				no
BELZD01	40ZD01	BE	Belgium	40ZD01 - ZWIJNDRECHT	2006-06-01		Industrial		suburban			4.324653	51.216034	12	ZWIJNDRECHT				no
BELZL01	40ZL01	BE	Belgium	40ZL01 - ZELZATE	2001-01-01		Industrial		suburban			3.807144	51.203674	6	ZELZATE				no
BETAND3	41AND3	BE	Belgium	41AND3 - ANDERLECHT	2001-01-01		Industrial		suburban		Wide street: L/H > 1.5	4.310284	50.820530	15	BRUSSELS				no
BETB004	41B004	BE	Belgium	41B004 - STE.CATHERI	2000-01-01		Traffic	urban	urban		Wide street: L/H > 1.5	4.347322	50.851353	15	BRUSSELS				no
BETB005	41B005	BE	Belgium	41B005 - BELLIARD	2001-01-01		Traffic		urban		Canyon street: L/H < 1.5	4.377467	50.840669	20	BRUSSELS				no
BETB006	41B006	BE	Belgium	41B006 - PARL.EUROPE	2001-01-01		Background	urban	urban		Wide street: L/H > 1.5	4.373122	50.839172	80	BRUSSELS				no
BETB008	41B008	BE	Belgium	41B008 - BELLIARD	2012-10-19		Traffic		urban		Canyon street: L/H < 1.5	4.377413	50.841620	70	BRUXELLES/BRUSSEL		21004	Bruxelles / Brussel	no
BETB011	41B011	BE	Belgium	41B011 - BERCHEM S.A	1992-01-01		Background	urban	suburban			4.287072	50.858574	30	BRUXELLES/BRUSSEL				no
BETMEU1	41MEU1	BE	Belgium	41MEU1 - MEUDON	1998-03-01		Background		suburban		Wide street: L/H > 1.5	4.391450	50.895645	50	BRUSSELS				no
BETN043	41N043	BE	Belgium	41N043 - HAREN	1976-01-01		Industrial	urban	suburban			4.381697	50.884106	15	BRUSSELS				no
BETR001	41R001	BE	Belgium	41R001 - MOLENBEEK	1976-01-01		Traffic	urban	urban		Wide street: L/H > 1.5	4.332555	50.850208	15	BRUSSELS				no
BETR002	41R002	BE	Belgium	41R002 - IXELLES	1990-01-01		Traffic		suburban		Canyon street: L/H < 1.5	4.383452	50.825672	70	BRUSSELS				no
BETR012	41R012	BE	Belgium	41R012 - UCCLE	1976-01-01		Background	urban	suburban			4.357275	50.797178	100	BRUSSELS				no
BETWOL1	41WOL1	BE	Belgium	41WOL1 - WOL.ST.L.	1994-01-01		Traffic	suburban	suburban		Highway: average speed vehicles > 80 km/h	4.424436	50.857121	77	BRUSSELS				no
BETWOL2	41WOL2	BE	Belgium	41WOL2 - WOL.ST.L.	1999-01-01		Traffic		suburban		Highway: average speed vehicles > 80 km/h	4.424436	50.857121	20	BRUSSELS				no
BETM802	42M802	BE	Belgium	42M802 - ANTWERPEN	1978-01-01		Industrial		urban		Wide street: L/H > 1.5	4.423125	51.261524	3	ANTWERPEN				no
BETN015	42N015	BE	Belgium	42N015 - SCHILDE	1978-10-01	2008-06-22	Background		rural			4.590067	51.260220	10	SCHILDE				no
BETN016	42N016	BE	Belgium	42N016 - DESSEL	1991-01-01		Background	rural	rural			5.162686	51.234192	30	DESSEL				no
BETN025	42N025	BE	Belgium	42N025 - TESSENDERLO	1992-02-01	1998-05-31	Industrial		suburban			5.091442	51.064537	20	TESSENDERLO				no
BETN026	42N026	BE	Belgium	42N026 - HAM	1991-08-01	1998-04-30	Industrial		rural			5.140392	51.083100	15	HAM				no
BETN027	42N027	BE	Belgium	42N027 - BREE	1978-02-01		Background		rural			5.605355	51.134262	48	BREE				no
BETN035	42N035	BE	Belgium	42N035 - AARSCHOT	1991-01-01		Background	suburban	suburban			4.836336	50.978088	55	AARSCHOT				no
BETN040	42N040	BE	Belgium	42N040 - ST.P.LEEUWG	1996-01-01		Background	rural	rural			4.223933	50.768684	20	SINT PIETERS LEEUW				no
BETN041	42N041	BE	Belgium	42N041 - ST.P.LEEUWH	1995-01-01		Background		rural			4.222928	50.768379	200	SINT PIETERS LEEUW				no
BETN045	42N045	BE	Belgium	42N045 - HASSELT	1991-01-01		Background	urban	suburban			5.367084	50.940262	41	HASSELT				no
BETN046	42N046	BE	Belgium	42N046 - GELLIK	1978-02-01		Background	rural	rural			5.617572	50.882847	70	LANAKEN				no
BETN054	42N054	BE	Belgium	42N054 - WALSHOUTEM	1991-01-01		Background	rural	rural			5.101875	50.712257	135	LANDEN				no
BETR010	42R010	BE	Belgium	42R010 - ST.STEVENSW	1977-07-01		Background		suburban			4.427158	50.865650	68	ZAVENTEM				no
BETR020	42R020	BE	Belgium	42R020 - VILVOORDE	1977-06-01		Traffic		suburban		Wide street: L/H > 1.5	4.435453	50.941933	12	VILVOORDE				no
BETR801	42R801	BE	Belgium	42R801 - BORGERHOUT	1978-10-01		Traffic	urban	urban		Wide street: L/H > 1.5	4.430547	51.210197	6	ANTWERPEN				no
BETR802	42R802	BE	Belgium	42R802 - BORGERHOUT	2009-05-11		Traffic	urban	urban		Wide street: L/H > 1.5	4.430547	51.210197	6	ANTWERPEN				no
BETR811	42R811	BE	Belgium	42R811 - SCHOTEN	1978-10-01		Background	urban	suburban			4.490086	51.252636	8	ANTWERPEN				no
BETR815	42R815	BE	Belgium	42R815 - ZWIJNDRECHT	1978-10-01		Industrial		suburban			4.330936	51.215233	7	ZWIJNDRECHT				no
BETR820	42R820	BE	Belgium	42R820 - KAPELLEN	1978-10-01		Background		suburban			4.443536	51.320946	11	KAPELLEN				no
